,100-1- -a,245-1-0-a,245-1-0-b,260- - -c,653- - -a,lang,year,245-1-3-a,245-1-3-b
2011060108116,"Jacobsson, Anders",Berts videre funderinger :,mai-august,2005,,nob,2005,,
2011060108117,"Jacobsson, Anders",Berts ytterligere funderinger :,april-september [i.e. september-desember],2005,,nob,2005,,
2011060108119,"Henriksen, Levi",,,2006,"2000-tallet, lettlest, norske, romaner, voksne",nob,2006,,
2011060108120,"Collett, Camilla",Amtmannens døtre,,2006,"klassikere, litteratur, norsk, roman",nob,2006,,
2011060108122,"Larssen, Trude Brænne",Alvesang,,2006,,nob,2006,,
2011060108127,"Sandemo, Margit",Barn av ensomheten ; Nattens tårer,,2005,,nob,2005,,
2011060108129,"Jacobsson, Anders",Bert og Becka Boys,,2005,,nob,2005,,
2011060108130,"Jacobsson, Anders",Bert og brødrene,,2005,,nob,2005,,
2011060108131,"Jacobsson, Anders",Berts dagbok,,2005,,nob,2005,,
2011060108132,"Torgersen, Bård",Alt skal vekk,,2006,"norske, romaner",nob,2006,,
2011060108133,"Skjelbred, Margaret",Alvemål :,roman,2006,,nob,2006,,
2011060308018,"Brekke, Toril",Bergskatt :,roman,2005,"2000-tallet, gruvesamfunn, historisk, industri, norske, romaner, skjønnlitteratur",nob,2005,,
2011060308086,"Poppy, Edy","Anatomi, monotoni :",roman,2006,,nob,2006,,
2011060308087,"Eeg, Harald Rosenløw",Alt annet enn pensum,,2006,"døden, flytting, romaner, spenningslitteratur, ungdom, ungdomsbøker",nob,2006,,
2011060308089,"Nygårdshaug, Gert",Alle orkaners mor,,2006,"litteratur, norsk",nob,2006,,
2011060308091,"Lykull, Anita Eklund",Blendas bekjennelser,,2006,"fedme, spiseforstyrrelser, ungdomsbøker",nob,2006,,
2011060308094,"Nygårdshaug, Gert",Alle orkaners mor :,roman,2006,,nob,2006,,
2011060308095,"Ellingsen, Espen",Alle onde ting er tre,,2006,,nob,2006,,
2011060608013,"Sortland, Bjørn",Angkor-mysteriet,,2005,"angkor, barn, barnebøker, barnelitteratur, egypt, kambodsja, kunst, spenningslitteratur, templer",nob,2005,,
2011060608051,"Espedal, Kjell",Aldri trygg :,menneskers møte med bjørn,cop. 2009,bjørner,nob,2009,,
2011060608075,"Nilsson, Ulf",Alle døde små dyr,,2006,"barn, billedbøker, døden, filosofi",nob,2006,,
2011060608079,"Bjørneboe, Jens",Samlede verker,,2006,,nob,2006,,
2011060608081,"Njølstad, Olav",Brennofferet :,Elie Ezerman-filmen verden aldri fikk se : roman,2006,,nob,2006,,
2011060608089,"Larssen, Trude Brænne",Banesår,,2006,,nob,2006,,
2011060608093,"Henriksen, Levi",Bare mjuke pakker under treet :,fortellinger,2006,,nob,2006,,
2011060608094,"Sandemo, Margit",Bergtatt ; Skogen med de mange øyne,,2005,,nob,2005,,
2011060608104,"Ragde, Anne B.",Arsenikktårnet :,roman,2005,,nob,2005,,
2011060608105,"Ragde, Anne B.",Berlinerpoplene :,roman,2005,"romaner, skjønnlitteratur",nob,2005,,
2011060608107,"Johnsen, Kjell",Bernt begynner på skolen,,2006,,nob,2006,,
2011060608109,"Ragde, Anne B.",Berlinerpoplene :,roman,2006,,nob,2006,,
2011060608117,"Strøm, Johan-Arnt",Beviset,,cop. 2006,,nob,2006,,
2011060608122,"Ambjørnsen, Ingvar",De blå ulvene,,2006,,nob,2006,,
2011060608123,"Hovland, Henrik",Amputasjon :,roman,2005,,nob,2005,,
2011060708003,"Jacobsson, Anders",Berts bravader,,2006,"barnebøker, forelskelse, pubertet, ungdomsbøker, vennskap",nob,2006,,
2011060708004,"Jacobsson, Anders",Berts bekjennelser,,2006,"barnebøker, pubertet, ungdomsbøker, vennskap",nob,2006,,
2011060708014,"Johnsen, Kjell",Bernt og fotballen :,historien om en gutt som ville noe annet,2006,"barn, billedbøker, foreldre, fotball, idrett, sport",nob,2006,,
2011060708016,"Bringsværd, Tor Åge",Bringsværds beste,,2006,,nob,2006,,
2011060708129,"Hammar, Victoria",Bestemor og paradiset,,2006,"barn, besteforeldre, biletbøker, billedbøker, døden",nob,2006,,
2011060805002,"Pedersen, Bente",Oppbruddets time,,2011,,nob,2011,,
2011060805013,"Weiergang, S.M.",Etterkommeren,,cop. 2010,,nob,2010,,
2011060805036,"Follestad, Hans Frederik",De fire og han som gjør galt verre,,2011,,nob,2011,,
2011060806177,"Lunde, Sigrid",,,2011,,nob,2011,En ny dag,
2011060806180,"Mørk, Gunnar",Loffedagbøkene :,ungdomstid,2010,,nob,2010,,
2011060806187,"Sjøborg, Eddie R.",Heroinstikket,,2010,,nob,2010,,
2011060806195,"Moe, Cornelius",Krig og fred :,"tre hammerfestdiktere : Cornelius Moe, Alfred Thomassen, Trygve Mehus",2009,,nob,2009,,
2011060905007,"Lien, Merete",Nett av løgner,,2010,,nob,2010,,
2011060905008,"Follestad, Hans Frederik",De fire og han som gjør galt verre,,2011,,nob,2011,,
2011060905019,"Andersen, Yvonne",I månesigdens tegn,,2011,,nob,2011,,
2011060905035,"Gjersøe, Ann-Christin",Solregn,,2011,,nob,2011,,
2011060905038,"Rafaelsen, Ellinor",På farlige veier,,2011,,nob,2011,,
2011060905039,"Hegstad, Inger Harriet",Oppgjørets time,,2010,,nob,2010,,
2011060905041,"Rafaelsen, Ellinor",Tidens tann,,2011,,nob,2011,,
2011060905042,"Steinslett, Kjellaug","Elsker, elsker ikke",,2011,,nob,2011,,
2011060905079,"Stangeland, Eivind Johannes",Nåtidens kvinner :,novellesamling,2010,,nob,2010,,
2011060906055,"Larsson, Stieg",Jenta som lekte med ilden,,2007,"2000-tallet, krim, kriminallitteratur, kriminalromaner, roman, romaner, skjønnlitteratur, spenning, svenske, sverige",nob,2007,,
2011060908008,"Teglgaard, Thomas",All den ondskap,,cop. 2006,,nob,2006,,
2011061008049,"Lagerkvist, Pär",Barabbas,,2006,,nob,2006,,
2011061008050,"Nestor, Grethe",Barbiegenet :,roman,2006,mødre,nob,2006,,
2011061008092,"Husøy, Oddbjørg",Blå drøm,,2006,,nob,2006,,
2011061008107,"Faldbakken, Knut",Baldemar :,en fortreffelig bjørn,cop. 2005,"barnebøker, kosedyr, teddybjørner",nob,2005,,
2011061008117,"Jessen, Ida",ABC :,roman,2006,,nob,2006,,
2011061008122,"Angell-Jacobsen, Rune",Abel Ek :,en statsråds død : kriminalroman,2006,kriminalroman,nob,2006,,
2011061008131,"Grossmann, Kari",Barnehageboka mi,,cop. 2005,"barnehager, billedbøker",nob,2005,,
2011061408079,"Janus Hertz, Grete",Bamse,,2007,,nob,2007,,
2011061408083,"Hånes, Øivind",Antagon :,roman,2008,"2000-tallet, kjærlighet, norske, romaner, valg",nob,2008,,
2011061408084,"Enquist, Per Olov",,,cop. 2009,"2000-tallet, alkoholmisbruk, biografier, dramatikere, forfattere, litteratur, svensk, sverige",nob,2009,Et annet liv,
2011061408091,"Wergeland, Henrik",,,2008,,nob,2008,,
2011061408092,"Uri, Helene",De beste blant oss :,roman,2007,,nob,2007,,
2011061408128,"Wergeland, Henrik",,,2008,,nob,2008,,
2011061408130,"Wergeland, Henrik",,,2008,,nob,2008,,
2011061508059,"Sæterbakken, Stig",Besøket,,2007,"2000-tallet, norsk, norske, romanar, romaner, skjønnlitteratur",nob,2007,,
2011061508060,"Pedersen, Bente",Betatt,,2007,,nob,2007,,
2011061508062,"Olson, Nina B.",Barn og fulle folk,,cop. 2007,"alkohol, alkoholisme, barn, misbruk, pårørende, rus",nob,2007,,
2011061508069,"Haslund, Ebba",Bare et lite sammenbrudd,,2007,,nob,2007,,
2011061508078,"Lagerlöf, Selma",,,2007,"biografier, forfattere",nob,2007,Et barns memoarer :,Mårbacka II
2011061508084,"Hammer, Elisabeth",Amuletten fra Isdrian,,2008,,nob,2008,,
2011061508107,"Wergeland, Henrik",,,2008,,nob,2008,,
2011061508110,"Mørck, Sidsel",Beste noveller,,2007,,nob,2007,,
2011061508111,"Edwardson, Åke",Det beste landet,,2007,"kriminalromaner, skjønnlitteratur",nob,2007,,
2011061605081,"Eidslott, Arnold",Lyset fra Bach :,dikt,cop. 2006,"2000-tallet, dikt, lyrikk, norsk, norske, poesi",nob,2006,,
2011061608006,"Roeim, Jørn",Barnas store humorbok :,"vitser, gåter, historier, ordleker",2007,"antologier, barn, gåter, humor, ordleker, vitser",nob,2007,,
2011061608057,"Knudsen, Oda Cornelia",Avtalen,,2007,"spenningslitteratur, ungdomsbøker, vennskap",nob,2007,,
2011061608060,"Ingvaldsen, Bjørn",Bestefars byrå,,2007,"barnebøker, humor, nonsens, problemløsing",nob,2007,,
2011061608071,"Larsson, Stig",Autistene,,2007,,nob,2007,,
2011061608076,"Brustad, Sturle",Anarchy in Åmot :,roman,2008,,nob,2008,,
2011061708013,"Lindgren, Astrid",Barna i Bakkebygrenda,,cop. 2007,"barndom, barnebøker, jul, klassikere, lek, lettlest, vår",nob,2007,,
2011061708025,"Gulliksen, Geir",,,2008,"2000-tallet, dikt, norske",nob,2008,Et ansikt som minner om norsk politikk :,dikt
2011061708037,"Barth, Morten",Baedeker :,hørespill,2007,"litteratur, norsk",nob,2007,,
2011061708039,"Stehn, Malin",Avstandskyss og superhits,,2007,,nob,2007,,
2011061708041,"Brænne, Kari Fredrikke",Av en annen verden :,roman,2007,"2000-tallet, norske, romaner",nob,2007,,
2011061708059,"Nilsson, Moni",Bare Tsatsiki,,2007,"barnebøker, barnelitteratur, dans, familien, fedre",nob,2007,,
2011061708062,"Ibsen, Henrik",,,c2008,"1800-tallet, drama, norske, skuespill",nob,2008,,
2011061708063,"Ibsen, Henrik",,,2008,"brev, korrespondanse, litteratur, norsk",nob,2008,,
2011061708065,"Ibsen, Henrik",,,c2008,"1800-tallet, drama, norske, skuespill",nob,2008,,
2011061708076,"Lindkvist, Ellisiv",Alt jeg skriver er sant :,kortprosa,cop. 2007,"2000-tallet, kortprosa, norsk",nob,2007,,
2011061708077,"Reiersgård, Marit",Alt jeg ser er sant,,2007,,nob,2007,,
2011061708105,"Wergeland, Henrik",,,2008,,nob,2008,,
2011061708106,"Wergeland, Henrik",,,2008,,nob,2008,,
2011061708134,"Ditlevsen, Tove",Barndommens gate :,roman,2007,,nob,2007,,
2011061708135,"Ditlevsen, Tove",Barndom ; Ungdom ; Gift,,2007,,nob,2007,,
2011061708141,"Christensen, Emilie",Andungen og jeg (torsdag),,2008,"barnebøker, ensomhet, følelser, sinne, ungdomsbøker",nob,2008,,
2011061708148,"Guillou, Jan",Arven etter Arn,,cop. 2007,"1200-tallet, 2000-tallet, Høymiddelalder, Middelalder, historie, romaner, svenske, sverige",nob,2007,,
2011061708155,"Ibsen, Henrik",,,2006,"norske, skuespill",nob,2006,,
2011061708156,"Ibsen, Henrik",,,2006,"1850-tallet, norske, skuespill",nob,2006,,
2011061708175,"Aukrust, Kjell",,,2006,,nob,2006,,
2011061708176,"Aukrust, Kjell",,,2006,,nob,2006,,
2011062105088,"Foros, Ellen Grimsmo",Jordbok :,dikt,2008,,nob,2008,,
2011062105098,"Einan, Ellen",Noen venter på bud :,dikt,2009,"2000-tallet, dikt, lyrikk, norske, poesi",nob,2009,,
2011062105117,"Skoglund, Tommy",Våkne som en del av naturen,,2009,dikt,nob,2009,,
2011062106150,"Ørjasæter, Tordis",Dagen og dagene,,2009,"alderdom, død, litteratur, norsk, romaner, skjønnlitteratur",nob,2009,,
2011062108023,"Kyvik, Salmund",Barnet,,cop. 2007,,nob,2007,,
2011062108027,"Brekke, Toril",Brostein :,roman,2007,,nob,2007,,
2011062108028,"Haugli, Elin",Brevet,,cop. 2007,,nob,2007,,
2011062108032,"Fossum, Karin",Brudd,,2007,"2000-tallet, identitet, livshistorier, norske, romaner, skjønnlitteratur",nob,2007,,
2011062108034,"Bringsværd, Tor Åge",Bringsværds beste,,2007,,nob,2007,,
2011062108040,"Herbjørnsrud, Hans",Brønnene :,noveller,2007,,nob,2007,,
2011062108047,"Undset, Sigrid",Samlede romaner og fortellinger,,2007,,nob,2007,,
2011062108049,"Staalesen, Gunnar",Bitre blomster :,kriminalroman,2007,,nob,2007,,
2011062108053,"Fjellheim, Freddy O.",Bjarte Engers livegenskap,,2007,,nob,2007,,
2011062108059,"Johansen, Sissel",Amalie og Julian,,cop. 2007,,nob,2007,,
2011062108063,"Berg, Per-Helge","Bolagsglis, eller Historien om Narvik-humoren",,[2007],"fortellinger, historier, humor, narvik, nordnorge, nordnorsk",nob,2007,,
2011062108183,"Larssen, Trude Brænne",Blandet blod,,2007,,nob,2007,,
2011062108200,"Tuverud, Rune",Bivirkninger :,dikt,2007,"2000-tallet, dikt, lyrikk, norske, poesi",nob,2007,,
2011062108203,"Ousland, Bjørn",Bisk får en liten unge,,2007,"billedbøker, humor, hunder, kjæledyr, mennesker",nob,2007,,
2011062108300,"Roslund, Anders",Boks 21,,2007,,nob,2007,,
2011062108311,"Falkberget, Johan",Nattens brød,,2007,,nob,2007,,
2011062108316,"Skjelbred, Margaret",Andrea D :,roman,2007,,nob,2007,,
2011062108317,"Nygårdshaug, Gert",Afrodites basseng :,roman,2008,,nob,2008,,
2011062108321,"Masterson, Louis",Alaska marshal ; Yukons onde ånd,,2008,,nob,2008,,
2011062108325,"Frydenlund, Jens",Adresse Oslo vest :,roman,2008,"familie, tidsklemma, turboliv",nob,2008,,
2011062108386,"Christensen, Emilie",Andungen og jeg (jul),,2007,"ender, ensomhet, jul, tilhørighet, tilknytning, ungdomsbøker",nob,2007,,
2011062206057,"Grøndahl, Cathrine",Jeg satte mitt håp til verden,,2009,"2000-tallet, dikt, fødsel, lyrikk, norske, poesi",nob,2009,,
2011062206061,"Kopperud, Gunnar",Innvielse :,roman,2005,"2000-tallet, norske, romaner",nob,2005,,
2011062206069,"Kristiansen, Else Berit",Fange i fremmed land,,2011,,nob,2011,,
2011062208000,"Hagerup, Hilde",Bittet,,2007,"akseptering, barnelitteratur, fengsel, foreldre, norsk, ungdomsbøker",nob,2007,,
2011062208005,"Granhus, Frode",Be en bønn for Sikas,,2007,,nob,2007,,
2011062208015,"Lunde, Sigrid",Avskjedens time,,2007,,nob,2007,,
2011062208016,"Henriksen, Levi",Babylon badlands,,2007,,nob,2007,,
2011062208021,"Brodin, Elin",Bivirkninger :,roman,2007,"2000-tallet, norske, psykopatar, psykopater, romaner, sjukepleiarar",nob,2007,,
2011062208022,"Knudsen, Oda Cornelia",Avtalen,,2007,,nob,2007,,
2011062208058,"Grøver, Tone",Broren til Charlie C,,2007,,nob,2007,,
2011062208063,"Koksvik, Marion Berntzen",Både gleden og sorgen er en sommerfugl :,aforismer,2007,"aforismesamling, form",nob,2007,,
2011062208066,"Skår-Olsen, Haakon Inge","""C"" for cancer :","sex, snus, kreft &amp; rock'n' roll",2007,"biografier, kreft, skjønnlitteratur",nob,2007,,
2011062208079,"Roestad, Bente",Blekkulf på ubåttokt,,2007,"barnebøker, blekkspruter, lettlesingsbøker, miljøvern",nob,2007,,
2011062208081,"Aasmul, Eskil",Blodføre :,thriller,2007,"romaner, spenning",nob,2007,,
2011062208123,"Stokholm, Steen",Blackout!,,cop. 2007,,nob,2007,,
2011062208127,"Bjørnson, Bjørnstjerne",Bjørnson-sitater,,cop. 2007,,nob,2007,,
2011062208128,"Clod, Bente",Body effex,,2007,"homofili, kjærlighet, kunst, sminking, ungdomsbøker, vennskap",nob,2007,,
2011062208130,"Kerr, Philip",,,2007,,nob,2007,,
2011062208131,"Welhaven, J.S.",Blomster og torner :,dikt og prosa i utvalg,c2007,"dikt, litteratur, lyrikk, norsk, poesi, prosa",nob,2007,,
2011062208138,"Jæger, Jørgen",Blodskrift,,2007,,nob,2007,,
2011062208141,"Kriznik, Heidi Marie",Borte en vinter :,roman,2007,"2000-tallet, ensomhet, menn, norske, romaner, vennskap",nob,2007,,
2011062208144,"Lier, Stein Morten",Bizniz :,thriller,2007,"2000-tallet, kriminalromaner, norske, romaner, skjønnlitteratur",nob,2007,,
2011062208156,"Sandviken, Berit Elisabeth",Blind lengsel,,2007,,nob,2007,,
2011062305006,"Lutz, Kenneth",Gaplengs ; I nemnlausa,,2007,"dikt, lyrikk, norsk, poesi",nob,2007,,
2011062308060,"Andreassen, Marlene",Bobben og Eddie :,det første møtet,cop. 2007,,nob,2007,,
2011062308090,"Larsen, Gunnar",Bull,,2007,,nob,2007,,
2011062308096,"Garté, Tiger",Burnout,,2007,"2000-tallet, bygdeungdom, norske, romaner, ungdomskultur",nob,2007,,
2011062308101,"Brænne, Trond",Burgerkrim,,2007,,nob,2007,,
2011062308110,"Grønner, Erik",Brent B :,roman,2007,"2000-tallet, finanssvindel, miljøkamp, norske, oljebransjen, petroleumsvirksomhet, romaner, statoil",nob,2007,,
2011062308111,"Larsen, Trond Jahr",Brand-gåten,,2007,,nob,2007,,
2011062308125,"Hagmar, Pia",Bringebærdalen,,cop. 2007,,nob,2007,,
2011062308134,"Lian, Torun",Adam den tredje i fjerde,,2008,,nob,2008,,
2011062308138,"Guillou, Jan",Arven etter Arn,,cop. 2007,"1200-tallet, 2000-tallet, Høymiddelalder, Middelalder, historie, romaner, svenske, sverige",nob,2007,,
2011062308192,"Dalbak, Tom H.",,,cop. 2005,drammen,nob,2005,En by som Drammen,
2011062308196,"Staun, Susanne",Akutten,,2007,"kriminalromaner, prostitusjon, skjønnlitteratur, trafficking",nob,2007,,
2011062308198,"Lie, Jonas",,,2009,,nob,2009,,
2011062408061,"Aukrust, Kjell",,,2006,,nob,2006,,
2011062408064,"Hanssen, Arne Ivar",Arvid Hanssen :,en biografi om min far,2007,"biografiar, forfattarar, litteratur, norsk, nynorsk",nob,2007,,
2011062408119,"Hagerup, Klaus",,,2006,,nob,2006,,
2011062408157,"Pedersen, Bente",Amerikabrevet,,2007,,nob,2007,,
2011062706021,"Eng, Audun Roar",Holder fest :,dikt,2007,,nob,2007,,
2011062706022,"Despard, Annabelle",Danseskolen :,dikt,2005,"dikt, poesi",nob,2005,,
2011062708003,"Johansen, Eldrid",Applaus for Sara,,2007,"barnebøker, lettlesningsbøker, musikal, sjalusi",nob,2007,,
2011062708009,"Ibsen, Henrik",,,2009,"1800-tallet, drama, norske, skuespill",nob,2009,,
2011062708017,"Staalesen, Gunnar","Begrav meg i Bergen, eller Vaskerelvens Rose vender tilbake :",en bykomedie i to avdelinger,2007,"bergen, komedie, litteratur, norsk, skuespill",nob,2007,,
2011062708020,"Harstad, Johan","Buzz Aldrin, hvor ble det av deg i alt mylderet? :",roman,2005,"2000-tallet, norsk, norske, prosa, romanar, romaner, skjønnlitteratur",nob,2005,,
2011062708031,"Løberg, Tom",Bernards magiske hår,,2007,"barnebøker, hår, nonsens",nob,2007,,
2011062708041,"Hamsun, Knut",Samlede verker,,2007,"litteratur, norsk, samlede, skjønnlitteratur, verker",nob,2007,,
2011062708042,"Ibsen, Henrik",,,2008,"litteratur, norske, skuespill",nob,2008,,
2011062708051,"Forslind, Ann",Beibi sint,,2007,"billedbøker, dagligliv, føleleser, sinne, spedbarn",nob,2007,,
2011062708052,"Forslind, Ann",Beibi danser,,2007,"billedbøker, dagligliv, dans, spedbarn",nob,2007,,
2011062708055,"Løveid, Cecilie",Befri vårt daglige liv :,romaner,2007,,nob,2007,,
2011062708124,"Fayen, Mai-Brit",,,c2009,,nob,2009,,
2011062708126,"Svingen, Arne",,,2009,"europa, foreldre, reiser, spenningslitteratur, søsken, ungdomsbøker",nob,2009,,
2011062708130,"Ibsen, Henrik",,,2009,"1800-tallet, drama, norske, skuespill",nob,2009,,
2011062708131,"Bull-Hansen, B. Andreas",Anubis :,roman,2007,,nob,2007,,
2011062708134,"Dalbak, Tom H.",,,cop. 2005,,nob,2005,En by som Drammen,
2011062708137,"Axelsson, Majgull",Aprilheksen,,2007,"funksjonshemmede, skjønnlitteratur",nob,2007,,
2011062708139,"Svalin Gunnarsson, Elisabeth",Anton på eventyr i kirken,,2007,"barn, billedbøker, kirken",nob,2007,,
2011062708142,"Ros, Katarina",Anton og spøkelset,,2007,"barnelitteratur, spenning, spøkelser",nob,2007,,
2011062708149,"Larssen, Trude Brænne",Bergtatt,,2007,,nob,2007,,
2011062708210,"Fayen, Mai-Brit",,,c2009,,nob,2009,,
2011062708212,"Adler-Olsen, Jussi",Alfabethuset,,2007,,nob,2007,,
2011062708216,"Enquist, Per Olov",Boken om Blanche og Marie,,2005,,nob,2005,,
2011062708224,"Nergård, Olav",Alt i Jesus :,2. samling,2005,,nob,2005,,
2011062708225,"Skaarer, Solveig",Brått en dag,,2005,,nob,2005,,
2011062708233,"Frantzen, Ellinor",Anklagen,,cop. 2007,,nob,2007,,
2011062708234,"Ibsen, Henrik",Bygmester Solness,,2005,,nob,2005,,
2011062806040,"Bergquist, Kristian","Hva nå, kjære :",dikt,2007,"2000-tallet, dikt, lyrikk, norske",nob,2007,,
2011062806104,"Plau, Hilde Sophie",Appell,,2009,,nob,2009,,
2011062806109,"Sødal, Kirsten",Takk for blomstene i livet,,cop. 2010,,nob,2010,,
2011062806110,"Svensen, Marit T. Hardeberg",Dans på roser :,kunstnerisk uttrykk i poesi og bilder,2010,,nob,2010,,
2011062806140,"Groth, Camilla",Nature boy,,2008,,nob,2008,,
2011062808015,"Surén, Odd W.",Adgangstegn :,noveller,2008,,nob,2008,,
2011062808019,"Øysen, Tulla T.",534 rampevitser,,cop. 2008,,nob,2008,,
2011062808020,"Pøkelsen, Sigurd S.",485 grøssevitser,,cop. 2008,,nob,2008,,
2011062808025,"Grimsrud, Beate",Alba og Adam,,2008,"flyktninger, innvandrere, krig, vennskap",nob,2008,,
2011062808030,"Michelet, Tania",Afrika er ikke for alle :,roman,2008,"2000-tallet, afrika, norske, romaner, zambia",nob,2008,,
2011062808032,"Nygårdshaug, Gert",Afrodites basseng :,roman,2008,,nob,2008,,
2011062808036,"Fagerholm, Monika",,,2007,,nob,2007,,
2011062808037,"Bengtsson, Jonas T.",Aminas brev :,roman,2007,"lidelser, psykiske, romaner, schizofreni, skjønnlitteratur, sykdommer",nob,2007,,
2011062808042,"Aamodt, Ingunn",,,2007,,nob,2007,,
2011062808049,"Lunde, Sigrid",Alt for familien,,2008,,nob,2008,,
2011062808058,"Skjelbred, Margaret",Andrea D :,roman,2007,,nob,2007,,
2011062808059,"Lindkvist, Ellisiv",Alt jeg skriver er sant :,kortprosa,2008,,nob,2008,,
2011062808069,"Ingulstad, Frid",Amerikadukken,,2008,,nob,2008,,
2011062808075,"Brodin, Elin",Alfakrøll,,2008,,nob,2008,,
2011062808076,"Masterson, Louis",Bøddelen fra Guerrero ; Drep for loven,,2005,,nob,2005,,
2011062808080,"Bakkeid, Heine T.",Boblejim :,"""spesialagenten""",2005,,nob,2005,,
2011062808082,"Eeg, Harald Rosenløw",Alt annet enn pensum,,2008,,nob,2008,,
2011062808083,"Stark, Sigge",Deg som jeg elsket,,2005,,nob,2005,,
2011062808084,"Braa, Knut A.",Delete,,2005,,nob,2005,,
2011062808087,"Skjetne, Rolf A.",Aina Anna,,[2008?],,nob,2008,,
2011062808089,"Smedberg, Åke",De som forsvant,,2005,,nob,2005,,
2011062808091,"Amundsen, Brit",Andrine og Sebastian på farten igjen,,2007,,nob,2007,,
2011062808096,"Fevang, Harald",Brukthandleren i Sandefjord :,fortellinger fra Vestfold,2005,,nob,2005,,
2011062808100,"Bjørneboe, Jens",Bjørneboes beste :,Gyldendal-årene,2005,,nob,2005,,
2011062808103,"Krogh, Nina",Alvorlig talt,,2008,,nob,2008,,
2011062808110,"Arnesen, Frøydis",Bryllupsreisen :,romanserie,2005,,nob,2005,,
