,100-1- -a,245-1-0-a,260- - -c,653- - -a,lang,year,245-1-0-b,245-1-3-a,245-1-3-b
2013102906039,"Meadows, Daisy",,2009,,nob,2009,,,
2013103005003,"Shan, Darren",,2012,,nob,2012,,En drapsmann blir født,
2013103006012,"Rygg, Eli",Jeg sa ikke kom inn,2005,"barnebøker, incest, overgrep, seksuelle, terapi",nob,2005,,,
2013103105015,"Sortland, Bjørn",Venezia-mysteriet ; Luxor-mysteriet ; Angkor-mysteriet,2010,,nob,2010,,,
2013103105078,"Torseter, Øyvind",Gravenstein,2009,"billedbøker, epler, tekst, uten",nob,2009,,,
2013110138025,"Prøysen, Alf",Mrs Pepperpot to the rescue and other stories,2012,,eng,2012,,,
2013110138030,"Prøysen, Alf",Mrs Pepperpot minds the baby,2013,,eng,2013,,,
2013110406152,"Downing, David",Midtøsten fra oldtid til nåtid,2007,"historie, midtøsten",nob,2007,,,
2013110805001,"Ombustvedt, Åse",Jo og Gjedda,2010,"barnebøker, miljøvern, nonsens",nob,2010,,,
2013110808118,"Ewo, Jon",Om det bare ville snø i helvetet,2008,,nob,2008,,,
2013120205124,"Chandler, Murray.",Sjakktriks for barn,2008,"barn, sjakk, taktikk, triks",nob,2008,,,
2013120406007,"Munthe, Margrethe",Bukke nikke neie,2010,"barn, barnesanger, jubileumsskrifter, sangbøker, sanger",nob,2010,,,
2013120406009,"Myklebust, Morten",Fisketuren,cop. 2010,,nob,2010,,,
2013121206079,"Fiske, Anna",Små og store ting som du kan lage selv,2009,"barnebøker, formingshobbyer",nob,2009,,,
2013121206122,"Geelmuyden, Niels Chr.",Tversoververs,2010,"barnebøker, barnepoesi, dikt, humor",nob,2010,,,
2013121305034,"Marenco, Susan",Skuffs stegosaur,2007,,nob,2007,,,
2013121805098,"Sage, Angie",Toktet,2009,,nob,2009,,,
2013121805147,"Von Ziegesar, Cecily",Hemmeligheter,2009,,nob,2009,,,
2013121806005,"Winger, Cecilie",Historiske helter,cop. 2007,,nob,2007,,,
2014010905026,"Grande, Martine",Kakerlakken med den stygge frakken- og hovudet fullt av triste tankar,2013,"bildebøker, biletbøker, billedbøker, depresjon, død, einsemd, eksistens, ensomhet, følelser, håp, kjensler, litteratur, liv, norsk, redsel, redsle, vennskap",nno,2013,,,
2014013106009,"Sortland, Bjørn",,2006,"barn, barnebøker, forelskelse, lettlestbøker, skjønnlitteratur",nno,2006,,,
2014020306002,"Gjerstad, Ragnhild",Herr Bjørn i skapet,2010,,nob,2010,,,
2014020306135,"Lund, May B.",Rosa L,2006,,nob,2006,,,
2014020405064,"Grant, Michael",Løgner,cop. 2010,,nob,2010,,,
2014020406065,"Sverdrup, Kari",Hjemme er et annet sted,2006,,nob,2006,,,
2014020505050,"Meyer, Stephenie",Evighetens kyss,2009,"kjærlighet, ungdomsbøker, vampyrer",nob,2009,,,
2014020505065,"Cabot, Meg",Partyprinsesse,2007,,nob,2007,,,
2014020606058,"Scheen, Kjersti",Marilyn Monroe,2008,"film, skuespillerinner",nob,2008,,,
2014020708021,"Jansson, Tove",Sommerboken,cop. 2010,,nob,2010,,,
2014021306022,"Ødegaard, Knut Jørgen Røed",Universet på 148 minutter,2007,"astronomi, himmellegemer, romme, solen, solsystemet, stjerner, t, universet",nob,2007,,,
2014021748021,"Bang-Nilsen, Bente",Jeg ønsker meg hest - tror jeg,2012,hester,nob,2012,,,
2014021748039,"Coupe, Robert",Kraft og bevegelse,cop. 2012,"bevegelse, mekanikk, tyngdekraft",nob,2012,,,
2014021748062,"Parker, Steve",Menneskekroppen :,2008,,nob,2008,oppdag hvordan vår utrolige kropp fungerer,,
2014021748089,"Bødker Nielsen, Stine",Alt om One Direction,2013,,nob,2013,,,
2014021806088,"Heløe, Liv",Før det ringer ; Når du får tenkt deg om :,2011,"litteratur, norsk, skodespel, skuespill, ungdom",nob,2011,skuespill,,
2014021906346,"Shulevitz, Uri",Snø,2007,,nob,2007,,,
2014021908107,"Martin, Sam",Gutte-guide til alt som er gøy,cop. 2009,,nob,2009,,,
2014022006098,"McClintock, Norah.",Dødelig sjalusi,2011,,nob,2011,,,
2014022106066,"Røsth, Gro",Bror helt alene,2009,"barnebøker, bokstaver, bursdager, fødselsdager, følelser, lettlesingsbøker, store, utestenging",nob,2009,,,
2014022106075,"Stokholm, Steen",Heia Budholmen!,cop. 2006,,nob,2006,,,
2014022406027,"Eliassen, Ruben",Det tapte hjertet,2011,,nob,2011,,,
2014022406072,"Fischerová, Viola",Det langsommeligheten fortalte,2011,,nob,2011,,,
2014022406075,"Mæhle, Lars",Landet under isen :,2011,"fantastisk, fantasy, litteratur, norsk, skjønnlitteratur, ungdomsbøker",nno,2011,fantasyroman,,
2014022605050,"Walters, Eric",Tiger i trøbbel,2009,,nob,2009,,,
2014030308456,"Ingvaldsen, Bjørn",Jeg er berømt! :,2005,,nob,2005,Espen Herberts opptegnelser I,,
2014030308463,"Coy, John",Fingrene av ballen!,2011,,nob,2011,,,
2014030548012,"Beskow, Elsa",Elsa Beskows eventyrverden :,2013,"barnelitteratur, bildebøker, billedbøker, svensk",nob,2013,TRIPP trapp trull,,
2014030707071,"Sortland, Bjørn",London-mysteriet,2006,"barn, barnebøker, kunst, london, spenningslitteratur",nob,2006,,,
2014031006003,"Janouch, Katerina",Ingrid vil bade,2007,"bading, billedbøker, renslighet",nob,2007,,,
2014031006097,"Nicolaysen, Marit",Svein og rotta og verdensmesterskapet,cop. 2009,"barnebøker, humor, kautokeino, litteratur, norsk",nob,2009,,,
2014031106004,"Jensen, Jørn",Kaldt blod,2011,lesetrening,nob,2011,,,
2014031106020,"Bergström, Gunilla",Albert med styrke-sekken,2011,"barnelitteratur, bildebøker, biletbøker, billedbøker, draumar, drømmer, eventyr, kongedømme, svensk",nob,2011,,,
2014031208160,"Falck, Elena",Juniorquiz,cop. 2010,,nob,2010,,,
2014031406023,"Nordqvist, Margareta",Kasper og pinneleken,2011,"bokstaver, hunder, store",nob,2011,,,
2014031705047,"Kjøde, Jorunn Kristin",Elgen Elgars eventyrlige liv,cop. 2011,,nob,2011,,,
2014032405005,"Johansen, Eldrid",Åsas grøss,2011,"barnelitteratur, lettlest, norsk, spenning, spøkelser",nob,2011,,,
2014032405087,"Steen, Thorvald",Bare en siste gang,2005,"idrett, lettlest, skjønnlitteratur, sykdom, ungdom",nob,2005,,,
2014032606023,"Johnson, Jinny",Rotter og mus,cop. 2009,,nob,2009,,,
2014032805101,"Persen, Nan",Ehpalgáhkko,cop. 2010,kaker,smj,2010,,,
2014040206037,"Lindell, Unni",Anna + Didrik = baby,2011,"fortellinger, fødsel, svangerskap",nob,2011,,,
2014040408330,"Croser, Josephine",Kong Midas,2007,,nob,2007,,,
2014040705007,"Palm, Linda",Ti små vennebøker,2011,,nno,2011,,,
2014040706191,"Rånes, Kåre",Alle gode ting :,2011,,nob,2011,bokstaver og ord og tolv tall på rad forteller om tro og gjør deg glad,,
2014040806003,"Borgen, Bente",Concordia :,2011,"1800-tallet, barn, barneasyl, bergen, historie",nob,2011,en bergenshistorie fra gamle dager,,
2014040908093,"Haddon, Mark",Kabang! :,2011,"barnebøker, barnelitteratur, engelsk, fantastisk, fiction, humor, komedie, litteratur, science",nob,2011,(eller 70 000 lysår),,
2014041108086,"Sandberg, Kristín A.","Iris, eneboeren",2007,"akseptering, barn, båtflyktninger, elev, foreldre, lærer, overgrep, pubertet, seg, selv, skilsmisse, ungdomsbøker, voksne",nob,2007,,,
2014042808069,"Roestad, Bente",Oppdrag: rent vann!,2007,"barn, barnebøker, fakta, miljøvern, romferder, vann",nob,2007,,,
2014042906160,"Bonnevie, Live",Hestenes klan,2011,,nob,2011,,,
2014050505054,"Hagen, Guri Børrehaug",Liket i elva,2008,"barnebøker, spenningslitteratur",nob,2008,,,
2014050705054,"Stehn, Malin",,2011,,nob,2011,,En ordentlig venn,
2014050705055,"Carman, Patrick",Ånden i maskinen,2011,"amerikansk, ungdomslitteratur",nob,2011,,,
2014050805167,"Hansen, Erlend Edward",Halvtann isbjørn :,2011,,nob,2011,reisen til Grønland,,
2014051508022,"Bylock, Maj",Gullivers reiser,2005,,nob,2005,,,
2014052605102,"Dubuc, Marianne",Dyrenes karneval,2011,"barnebøker, bildebøker, billedbøker, dyr, karneval",nob,2011,,,
2014060306040,"Shan, Darren",Bec :,2010,,nob,2010,skrik i mørket-,,
2014060306074,"Simon, Francesca",Rampete Robin rocker,2011,"barnebøker, rampestreker",nob,2011,,,
2014060506021,"Gaarder, Jostein",Sofies verden :,cop. 2011,,nob,2011,roman om filosofiens historie,,
2014061106065,"Meyer, Stephenie",Ved daggry,2009,"kjærlighet, ungdomsbøker, vampyrer",nob,2009,,,
2014061206010,"Winther, Beate",Er det her jeg bor?,cop. 2008,"billedbøker, dyr, dyreboliger",nob,2008,,,
2014061306031,"Frøyen, Yngve",Forfedrene,2011,,nob,2011,,,
2014061605030,"Harker, Jillian","Glad i deg, pappa",2010,,nob,2010,,,
2014061605061,"Smith, Shennie",Lykkelill og Blåbær :,cop. 2008,,mul,2008,norsk-engelsk barnebok = Happy Starshine and Bubblegum : Norwegian-English children's book,,
2014061606092,"Coupe, Robert",Luft og miljø,2008,"barn, billedbøker, fakta, miljø, miljøproblemer",nob,2008,,,
2014061606147,"Aamodt, Ingunn",Bøddelen,2009,,nob,2009,,,
2014061806207,"Dewan, Ted",Krispin og de tre små grisene,2006,,nob,2006,,,
2014061906068,"Ersland, Bjørn Arild",Onkel og Knut,2009,,nob,2009,,,
2014062305087,"Piper, Sophie",Engelen og duen,cop. 2009,"billedbøker, fortelling, påske, påskefortelling",nob,2009,,,
2014062305089,"Ryan, Denise",Maskiner,2008,,nob,2008,,,
2014062405081,"Brashares, Ann",,2009,,nob,2009,,En sommer og fire jenter,
2014062406031,"Mysen, Christine",Mannen fra Østen,2011,,nob,2011,,,
2014062407042,"Johnston, Antony",Stormbreaker,2008,,mul,2008,,,
2014062407067,"Baek, Hee Na",Himmelfrokost,cop. 2010,"biletbøker, billedbøker, dagligliv, fantasi, koreansk, litteratur",nob,2010,,,
2014062548031,"Crean, Susan",Irak,cop. 2010,"irak, samfunnsgeografi",nob,2010,,,
2014062548044,"Grey, Mini",TractionMan møter TurboDog,2009,,nob,2009,,,
2014062607007,"Stenstad, Terje",Leseuniverset 5-7,2011,,nno,2011,,,
2014062607077,"Andersson, Ingrid",Min første hundebok,2011,hunder,nob,2011,,,
2014062607176,"Stenstad, Terje",Leseuniverset 5-7,2011,,nno,2011,,,
2014063008183,"DiTerlizzi, Tony",Spiderwick-krønikene,2005,,nob,2005,,,
2014070105075,"Johnsen, Janne Aasebø",K K GID,2008,"barnebøker, internett, mobbing, vennskap",nob,2008,,,
2014070105098,"Rodda, Emily",Deltoras rike,2007,,nob,2007,,,
2014070105129,"Boyne, John",Gutten i den stripete pyjamasen,2008,"1939-1945, andre, barnebok, berlin, konsentrasjonsleirer, vennskap, verdenskrig, verdenskrigen",nob,2008,,,
2014070106001,"Pyers, Greg",Jack og flaggermuslabyrinten,2009,,nob,2009,,,
2014070106017,"Christiansen, Pål H.",Matboksen,2011,"barnelitteratur, lettlest, norsk",nob,2011,,,
2014070106035,"Paltto, Kirsti",Vilges geađgi,2011,,sme,2011,,,
2014070107064,"Bolstad, Ann Hilde","Kjærester, vi?",cop. 2010,,nob,2010,,,
2014070107067,"Moen, Torhild",Fengselsfuglen,cop. 2008,"barn, barnebøker, fedre, fengsel, foreldre, utestenging",nob,2008,,,
2014070108073,"Elvemo, Jarle",Tsunami :,cop. 2005,,nob,2005,den store flodbølgen : en ungdomsroman i Empati-serien,,
2014070206079,"Lindgren, Astrid",Ur-Pippi,2007,"analyser, barnebøker, barnelitteratur, langstrømpe, pippi, svensk, svenske, teori",nob,2007,,,
2014070306021,"Campbell, Joanna",Cindys nye start,2009,,nob,2009,,,
2014070406058,"Andersen, Eva",Små mirakler,2008,,nob,2008,,,
2014070406090,"Henmo, Harald",Che Guevara,2009,"cuba, historie, samfunnsforhold",nob,2009,,,
2014070805131,"Langreuter, Jutta",Kaptein Sharky og hemmeligheten på skatteøya :,cop. 2008,,nob,2008,en fortelling,,
2014070807096,"Asbjørnsen, P. Chr.",Norway ki lok kāhaniāṉ =,2008,"eventyr, norge",mul,2008,Norske folkeeventyr,,
2014070905041,"Wildsmith, Brian",Jesus,cop. 2011,"barnebøker, jesus",nob,2011,,,
2014070907031,"Hédelin, Pascale",Europa rundt for første gang,2005,"europa, reiser",nob,2005,,,
2014071005034,"Magnum, Trond",Bjørnson kommer til skolen :,2010,,nob,2010,Bjørnson i ord og toner : et skuespill for 1.-7. klasse,,
2014071006003,"Wirsén, Carin",Mange fargerike små og en liten rosa,cop. 2008,"bildebøker, billedbok, farger, tall, tellebok",nob,2008,,,
2014071006009,"Johnson, Jinny",Katter og kattunger,cop. 2009,,nob,2009,,,
2014071007040,"McAllan, Kate",Energi,cop. 2009,"energi, energikilde",nob,2009,,,
2014071007065,"Jakobsen, Ketil",Som i en film,2010,,nob,2010,,,
2014071107031,"Feurstein, Markus C.",Tannpusser-grisen Olli,2011,"barn, billedbøker, tannpuss",nob,2011,,,
2014071107088,"Gustavsson, Per",Sånn gjør prinsesser,2006,,nob,2006,,,
2014071107105,"Bødker, Benni",Kampens vei,2009,,nob,2009,,,
2014071808006,"Adam, Frank",Tøffere enn Jesus,2007,,nob,2007,,,
2014072108112,"Von Ziegesar, Cecily","Ingen over, ingen ved siden :",2006,,nob,2006,en gossip girl roman,,
2014072108162,"Olsen, Herolv Karstein",,2006,,nno,2006,,,
2014072305091,"Bødker, Benni",Mørkets fyrstinne,2009,,nob,2009,,,
2014073005114,"Reece, Gordon",Mus,2011,"australsk, psykologisk, thriller, ungdomslitteratur",nob,2011,,,
2014073006100,"Kvalnes, Øyvind",Historien om deg :,cop. 2010,"barnebøker, filosofi",nob,2010,filosofi for små og store tenkere,,
2014080508099,"Rowling, J.K.",Harry Potter,2011,,nob,2011,hele serien samlet,,
2014080806020,"Mæhle, Lars",Knoterud FK :,2009,"fotball, lettlest",nob,2009,ball med tall,,
2014080806062,"Weinreich, Jacob",Monsterklokken,2009,,nob,2009,,,
2014081405019,"MacLeod, Elizabeth",Gaver som smaker,2009,,nob,2009,,,
2014081405067,"Brashares, Ann",Søsterskapet spirer,2009,,nob,2009,,,
2014081408004,"Arntzen, Ruth",Snorre Snork :,2009,,nob,2009,høytlesningsbok om en katt som er så glad i å sove,,
2014081508147,"Hopkinson, Deborah.",Hvem var Charles Darwin?,2009,"barnebøker, biografi, darwinisme, evolusjon, faktabøker, utviklingslære",nob,2009,,,
2014081905117,"Kjelsen, Reidar",Ånden er løs!,2009,"barnebøker, eventyrskikkelser, humor, ånder",nob,2009,,,
2014082107086,"Newth, Philip",Au! :,2011,"barnebøker, historie, tannlegevitenskap, tannrøkt, tannsykdommer, tenner",nob,2011,den grusomme tannpinens historie,,
2014090408143,"Balliett, Blue",Skyggen i vinduet,cop. 2006,"barnebøker, kunst, spenningslitteratur, ungdomsbøker",nob,2006,,,
2014092208002,"Pedersen, Alice M.",Idjastállu :,2007,"barnebøker, billedbøker, eventyr, samiske",mul,2007,buor´idja muitalus unnimusaide,,
2014100807541,"Tegnér, Alice","Bæ, bæ lille lam",2011,"barnesanger, billedbøker, illustrerte",nob,2011,,,
2014101308146,"Hiaasen, Carl",Rett i dass,2008,,nob,2008,,,
2014101606039,"Haugland, Sven",Eg vil lære å rekne,2011,,nno,2011,,,
2014102008150,"Lundsten, Camilla",Endelig god natt! :,cop. 2010,"biletbøker, billedbøker, leggetid, peikebøker, pekebøker",nno,2010,ei peikebok,,
2014102706047,"Ousland, Bjørn",Nordover :,2008,"arktis, barnebøker, grafisk, nordpolen, polhavet, roman, tegneserie",nob,2008,med Nansen mot Nordpolen : første Fram-ferd,,
2014102848175,"Garff, Synne.",,cop. 2008,"barnebiblar, barnebibler, bibelforteljingar, bibelfortellinger, bibelhistorie",nob,2008,,,
2014102907537,"Kvarvåg, Anne",Rikke &amp; Ruben :,2008,,nob,2008,-ikke helt som andre gullfisker-,,
2014103007529,"Eliassen, Ruben",Frostens datter,2011,"barnebøker, fantastisk, litteratur",nob,2011,,,
2014103007667,"Hermansen, Pål",Ut og lek :,2011,"barn, barnehagen, barnehager, friluftsbarnehager, friluftsliv, førskolebarn, leik, lek, naturbarnehagen, naturbarnehager, naturen, uteliv",nob,2011,liv og lyst i naturbarnehagen,,
2014103007741,"Burnie, David",Naturens underverker,2008,"antarktis, barnebøker, barnelitteratur, bilder, fjell, fjorder, natur, naturvitenskap, regnskog, underverker, ørken",nob,2008,,,
2014103008155,"DiTerlizzi, Tony",Spiderwick-krønikene,2005,,nob,2005,,,
2014110407540,"Tiberg, Joar","Hei, redd!",cop. 2011,"angst, biletbøker, billedbøker, redd, redsel, redsle",nob,2011,,,
2014110407619,"Ganeri, Anita",Jorden rundt,2011,"barnebøker, leksia, oppslagaverk",nob,2011,,,
2014110407644,"Doman, Regina",,2009,,nob,2009,,En engel i vannet,
2014110407651,"Coupe, Robert",Øgler,cop. 2011,"reptiler, øgler",nob,2011,,,
2014110507561,"Ørbeck-Nilssen, Constance",Jeg er jo her,cop. 2011,"angst, barn, barnelitteratur, besteforeldre, bildebøker, billedbøker, døden, norsk",nob,2011,,,
2014110508112,"Aamodt, Ingunn",Dukken,2010,,nob,2010,,,
2014110606060,"Heiney, Paul",Kan kuer gå i trapper? :,cop. 2006,"biologi, fysikk, humor, naturvitenskap, populærvitenskap, spørsmål, svar, vitenskapsteori",nob,2006,kloke hoder svarer på store og små vitenskapelige spørsmål,,
2014110607532,"Spilsbury, Louise",Verdens mest spektakulære oppfinnelser :,2008,oppfinnelser,nob,2008,"hvordan, hvorfor, hvor, når?",,
2014110607596,"Kingsbury, Karen",Prinsessen &amp; de tre ridderne,2011,,nob,2011,,,
2014110607628,"Heine, Theresa",Stjernejakten :,cop. 2007,,nob,2007,en reise ut i verdensrommet,,
2014111007533,"Morgan, Ben",Kroppen,2011,"fysiologi, kroppen, menneskekroppen",nob,2011,,,
2014111008002,"Sage, Angie",Magi,2008,,nob,2008,,,
2014111107502,"Kjær, Jan",Skyggebeistene ; Teneborea,2011,,nob,2011,,,
2014111407534,"Dahle, Gro",Roy,2008,"barn, billedbøker, dyr, død, døden, hunder, husdyr, kjæledyr, sorg",nob,2008,,,
2014111407563,"Venaasen, Trond Morten K.",Elleville Elfrid og den nye sengen,2011,,nob,2011,,,
2014111407592,"Jullien, Vincent",Oppfinningar og oppdagingar,2008,"oppdagingar, oppdaginger, oppfinningar, oppfinninger",nno,2008,,,
2014111807557,"Bucay, Jorge",Elefanten i lenker :,2011,"bildebøker, billedbøker, dressur, elefanter, psykologi, selvutvikling, sirkus",nob,2011,en gammel liknelse,,
2014111807574,"Travers, P.L.",Mary Poppins,cop. 2010,,nob,2010,,,
2014111807618,"Hoffmann, Heinrich",Buste-Per :,[2011],,nob,2011,(boken med den store Bastian),,
2014111907555,"Tomas, Søren",,2011,,nob,2011,,,
2014112106024,"Gripe, Maria",Skyggenes barn,cop. 2011,"barnebøker, ungdomsbøker",nob,2011,,,
2014112106044,"Gustavsson, Per",Når prinser fanger drager,2010,"billedbøker, drager, humor, prinser",nob,2010,,,
2014112107509,"Pipe, Jim",Vindkraft :,cop. 2011,"energi, energikilder, vindkraft, vindmøller",nob,2011,energi uten grenser?,,
2014112107529,"Malam, John",Mumier,cop. 2006,"Egypt, arkeologi, balsamering, historie, mumier",nob,2006,,,
2014112107604,"Osborne, Ian",Offroadsykling,cop. 2008,"offroadsykkel, offroadsykling, sikkerhet, sykling, teknikk",nob,2008,,,
2014120207502,"Davies, Nicola",Monstre i dypet,2011,,nob,2011,,,
2014120307535,"Andersen, Eva K.",Samuel,2011,,nob,2011,,,
2014120407516,"Peia, Ingrid",Hvorfor det? :,cop. 2009,"fakta, naturvitenskap",nob,2009,over 500 spørsmål og svar om livet og verden rundt oss,,
2014120408017,"Tolkien, J.R.R.","Hobbiten, eller Ditut og attende",2008,"engelsk, fantasi, fantasy, litteratur",nno,2008,,,
2014120807506,"Könnecke, Ole",Anton og julegaven,2009,"barn, bildebøker, billedbøker, jul",nob,2009,,,
2014120807606,"Hyldmo, Egil",Våre heimland :,2008,"geografi, historie, krig, montenegro, reiseguide, reisehåndbøker, serbia",nno,2008,Serbia og Montenegro,,
2014120807611,"Ottesen, Josefine",Drage-herren,2006,"fantastisk, fantasy",nob,2006,,,
2014120807632,"Johansen, Elisabeth",Ulv!,cop. 2011,"barnebøker, faktabøker, norge, rovdyr, ulver",nob,2011,,,
2014120907532,"Ersland, Bjørn Arild",Gjøken,cop. 2011,,nob,2011,,,
2014121007553,"Tullet, Hervé",,2011,"barnebøker, begreper, bildebøker, billedbøker, farger, størrelser, tall",nob,2011,,En bok,
2014121106013,"Sande, Hans",Svart kalv @ kvit snø :,2006,"barn, barnebøker, dyr, foreldre, frihet, kyr, samfunnskritikk, skjønnlitteratur, ungdomsbøker",nno,2006,e-postroman,,
2014121208110,"Dorsey, Angela",Under krypskytterens måne,2010,,nob,2010,,,
2014121708200,"Pliassova, Marina",Marinas mesterstykker,cop. 2011,,nob,2011,,,
2015011908090,"Staalesen, Gunnar",Vikingskatten,2006,,nob,2006,,,
2015012708196,"Rygg, Eli",Koppen med skår i :,2007,"barn, barnebøker, foreldre, skilsmisse, skilsmissebarn, søsken",nob,2007,en bok om skilsmisse,,
2015012708231,"Halvorson, Marilyn",Blue Moon,2012,,nob,2012,,,
2015021006018,"Sandemose, Iben","Sov godt, pus",2006,"barnebøker, billedbøker, kjærlighet, sjalusi, sorg, ungdomsbøker",nob,2006,,,
2015021106086,"Byng, Georgia",Molly Moon og morfemysteriet,2012,,nob,2012,,,
2015021106113,"Kverneland, Steffen",,2006,"barnebøker, litteratur, norsk, tegneserier, teikneseriar, ungdomsbøker",nno,2006,,,
2015021206009,"Grønsnes, Astrid",Fotballen på fatet,cop. 2006,"barnebøker, biletbøker, billedbøker, bokstaver, skjønnlitteratur",nno,2006,,,
2015042308084,"Gøzet, Zafer",Energi og elektrisitet,2006,,mul,2006,,,
2015042348082,"Ousland, Bjørn",Amundsen gjennom Nordvestpassasjen,2014,"barnelitteratur, ekspedisjoner, gjøa, nordpolen, nordvestpassasjen, polarekspedisjoner, polferderbarnebøker",nob,2014,,,
2015042348085,"Moseng, Elisabeth",Når jeg blir storebror,2014,"barnelitteratur, bildebøker, litteratur, norsk, søsken",nob,2014,,,
2015050848069,"Harrison, Paul",Pirater,2008,,nob,2008,,,
2015052648086,"Zetterlund, Sven",Simba :,cop. 2008,"afrika, barnebøker, barnelitteratur, dyr, jungelen, kenya, pattedyr, ville",nob,2008,barnas bok om ville dyr i Afrika,,
2015061808042,"Rohde, Hanne Kristin",Kråka som hadde høydeskrekk,2011,,nob,2011,,,
2015070208180,"Stehouwer, Gulle",66 musikkaktiviteter for barn 0-6 år og voksne,cop. 2010,"aktiviteter, barn, lek, musikk, musikkaktiviteter, musikklek, musikkundervisning, musiske, sanger, sangleker, voksne",nob,2010,,,
2015082448007,"Burnie, David",Utforsk fugler,2006,"faktabøker, fuglar, fuglekikking, fugler",nob,2006,,,
2015090706108,"Shan, Darren",Skjebnens sønner,2005,,nob,2005,,,
2015091706084,"Widmark, Martin",Trollmennene fra Wittenberg,2006,"barnebøker, spenningslitteratur, vampyrer, varulver",nob,2006,,,
2015101448016,"Ewo, Jon",Damms norgeshistorie,2008,"historie, jernalder, middelalderunionstiden, norge, steinalder, vikingtid",nob,2008,,,
2015102048044,"Berg, Øivind",Se! :,2005,"lepidoptera, sommerfugler",nob,2005,en sommerfugl,,
2015102708047,"Verne, Jules",Jorden rundt på 80 dager,2007,,nob,2007,,,
